Query_Id,Literal,Doc_Id,Rank,Score,System Name
1,Q0,CACM-1519,1,39.49490228278389,BM25
1,Q0,CACM-1591,2,37.878401605198654,BM25
1,Q0,CACM-1033,3,37.441847455231056,BM25
1,Q0,CACM-2319,4,37.083374505595096,BM25
1,Q0,CACM-1605,5,37.01745365718629,BM25
1,Q0,CACM-1506,6,36.44213306499841,BM25
1,Q0,CACM-1680,7,35.747082086361885,BM25
1,Q0,CACM-1161,8,35.20285236960892,BM25
1,Q0,CACM-3048,9,35.07253485982525,BM25
1,Q0,CACM-2379,10,34.73492168439189,BM25
1,Q0,CACM-1750,11,34.379643199225534,BM25
1,Q0,CACM-2947,12,34.16083157445973,BM25
1,Q0,CACM-0585,13,33.91740410914482,BM25
1,Q0,CACM-1844,14,33.68657662260219,BM25
1,Q0,CACM-1168,15,32.49441340695762,BM25
1,Q0,CACM-2371,16,32.45006759613122,BM25
1,Q0,CACM-2054,17,32.38425661903461,BM25
1,Q0,CACM-1264,18,31.904909112095606,BM25
1,Q0,CACM-3025,19,31.670576179928965,BM25
1,Q0,CACM-1410,20,31.552999610513147,BM25
1,Q0,CACM-1698,21,31.488113648094146,BM25
1,Q0,CACM-1938,22,31.340299982501115,BM25
1,Q0,CACM-1523,23,30.932089078365767,BM25
1,Q0,CACM-1544,24,30.851440012881426,BM25
1,Q0,CACM-0698,25,30.663671408204472,BM25
1,Q0,CACM-1236,26,30.31301338864621,BM25
1,Q0,CACM-3127,27,30.138877812035084,BM25
1,Q0,CACM-2357,28,29.994928605812625,BM25
1,Q0,CACM-2380,29,29.597718362762755,BM25
1,Q0,CACM-1647,30,29.568798126044268,BM25
1,Q0,CACM-2629,31,29.486400485170044,BM25
1,Q0,CACM-0414,32,29.459544473461747,BM25
1,Q0,CACM-1657,33,29.2995068807247,BM25
1,Q0,CACM-1315,34,29.263794097709667,BM25
1,Q0,CACM-0252,35,28.93719976101766,BM25
1,Q0,CACM-2950,36,28.710267183329005,BM25
1,Q0,CACM-1226,37,28.656921364342086,BM25
1,Q0,CACM-1685,38,28.44086352832308,BM25
1,Q0,CACM-2535,39,28.41567096963416,BM25
1,Q0,CACM-2740,40,28.171017932608486,BM25
1,Q0,CACM-1195,41,28.14581829126695,BM25
1,Q0,CACM-2541,42,28.135716827485957,BM25
1,Q0,CACM-2624,43,28.086294855197306,BM25
1,Q0,CACM-1827,44,28.01159439238279,BM25
1,Q0,CACM-1885,45,27.945610219053222,BM25
1,Q0,CACM-0637,46,27.831307593523356,BM25
1,Q0,CACM-2398,47,27.801273999862378,BM25
