Query_Id,Literal,Doc_Id,Rank,Score,System Name
1,Q0,CACM-1410,1,20.77608609921129,BM25
1,Q0,CACM-1519,2,20.740811818751766,BM25
1,Q0,CACM-1506,3,19.330398963076075,BM25
1,Q0,CACM-1605,4,19.326328561711712,BM25
1,Q0,CACM-2380,5,18.673403639630614,BM25
1,Q0,CACM-1523,6,18.234389073054604,BM25
1,Q0,CACM-2371,7,17.870512975776297,BM25
1,Q0,CACM-0971,8,17.637031483891683,BM25
1,Q0,CACM-3025,9,17.509211397583,BM25
1,Q0,CACM-1938,10,17.289374209558375,BM25
1,Q0,CACM-1544,11,16.863275541409855,BM25
1,Q0,CACM-0585,12,16.689036008909014,BM25
1,Q0,CACM-1680,13,15.86796956273707,BM25
1,Q0,CACM-2951,14,15.764977121631638,BM25
1,Q0,CACM-1591,15,15.696007432113912,BM25
1,Q0,CACM-2379,16,15.375052924762219,BM25
1,Q0,CACM-2947,17,15.097804443416639,BM25
1,Q0,CACM-1315,18,14.903725614309517,BM25
1,Q0,CACM-1161,19,14.898115013990493,BM25
1,Q0,CACM-1033,20,14.694474851888836,BM25
1,Q0,CACM-3048,21,14.660992767544695,BM25
1,Q0,CACM-2357,22,14.170730436952097,BM25
1,Q0,CACM-1264,23,14.032824111566889,BM25
1,Q0,CACM-2319,24,14.013033954991794,BM25
1,Q0,CACM-2358,25,13.876012332750232,BM25
1,Q0,CACM-3127,26,13.875960877205198,BM25
1,Q0,CACM-1168,27,13.782297778172987,BM25
1,Q0,CACM-0414,28,13.75722911500438,BM25
1,Q0,CACM-1341,29,13.75205077804262,BM25
1,Q0,CACM-2054,30,13.69731233756774,BM25
1,Q0,CACM-2740,31,13.655359494697048,BM25
1,Q0,CACM-2621,32,13.591360346037956,BM25
1,Q0,CACM-1195,33,13.517643405698717,BM25
1,Q0,CACM-1179,34,13.398951046063601,BM25
1,Q0,CACM-1753,35,13.397929961832196,BM25
1,Q0,CACM-1844,36,13.300797710582724,BM25
1,Q0,CACM-1236,37,13.220010656955957,BM25
1,Q0,CACM-1304,38,12.856712721653938,BM25
1,Q0,CACM-0637,39,12.822483681919636,BM25
1,Q0,CACM-1685,40,12.772085823685773,BM25
1,Q0,CACM-1805,41,12.760446913862978,BM25
1,Q0,CACM-2624,42,12.722573676585947,BM25
1,Q0,CACM-1647,43,12.680799848348947,BM25
1,Q0,CACM-2535,44,12.664241963887687,BM25
1,Q0,CACM-2629,45,12.553038570475065,BM25
1,Q0,CACM-2372,46,12.52309383516517,BM25
1,Q0,CACM-1526,47,12.338036749976537,BM25
1,Q0,CACM-1885,48,12.237607911250205,BM25
1,Q0,CACM-1657,49,12.192946260030379,BM25
1,Q0,CACM-1750,50,12.183477198699554,BM25
1,Q0,CACM-2219,51,12.161944101235303,BM25
1,Q0,CACM-1827,52,12.139115110204287,BM25
1,Q0,CACM-1163,53,12.137346893753804,BM25
1,Q0,CACM-2950,54,12.132998041155114,BM25
1,Q0,CACM-1034,55,12.08482114318019,BM25
1,Q0,CACM-2424,56,12.077296017937861,BM25
1,Q0,CACM-3089,57,12.037140227065379,BM25
1,Q0,CACM-2892,58,11.959445295553355,BM25
1,Q0,CACM-2188,59,11.794581409113334,BM25
1,Q0,CACM-1642,60,11.775810174908862,BM25
1,Q0,CACM-1173,61,11.733673915604285,BM25
1,Q0,CACM-2542,62,11.675575041071271,BM25
1,Q0,CACM-2681,63,11.636655378118633,BM25
1,Q0,CACM-2920,64,11.593056971804804,BM25
1,Q0,CACM-3137,65,11.555260508817778,BM25
1,Q0,CACM-2370,66,11.465232838992861,BM25
1,Q0,CACM-1534,67,11.459507536041123,BM25
1,Q0,CACM-1749,68,11.396162597374078,BM25
1,Q0,CACM-2632,69,11.376454543705673,BM25
1,Q0,CACM-1697,70,11.36398752654426,BM25
1,Q0,CACM-1960,71,11.231587481824091,BM25
1,Q0,CACM-0617,72,11.16221804302858,BM25
1,Q0,CACM-1472,73,11.151087718222136,BM25
1,Q0,CACM-2878,74,11.145741305160104,BM25
1,Q0,CACM-1712,75,11.128872643074306,BM25
1,Q0,CACM-2946,76,11.029441601034218,BM25
1,Q0,CACM-0098,77,11.006906432103213,BM25
1,Q0,CACM-2948,78,10.93557980648683,BM25
1,Q0,CACM-2622,79,10.90369162100431,BM25
1,Q0,CACM-1391,80,10.795330747608539,BM25
1,Q0,CACM-1755,81,10.789480340357708,BM25
1,Q0,CACM-2169,82,10.654383544566308,BM25
1,Q0,CACM-1113,83,10.614918376172346,BM25
1,Q0,CACM-2541,84,10.605286306087594,BM25
1,Q0,CACM-1752,85,10.601339768004355,BM25
1,Q0,CACM-1225,86,10.592823401328532,BM25
1,Q0,CACM-2375,87,10.565161783891194,BM25
1,Q0,CACM-2344,88,10.481009252920984,BM25
1,Q0,CACM-2201,89,10.478070721646997,BM25
1,Q0,CACM-2288,90,10.454394737762986,BM25
1,Q0,CACM-0696,91,10.392934617564537,BM25
1,Q0,CACM-0972,92,10.388476610673344,BM25
1,Q0,CACM-2988,93,10.3666943758871,BM25
1,Q0,CACM-1542,94,10.365633337505113,BM25
1,Q0,CACM-1226,95,10.32460445963247,BM25
1,Q0,CACM-2984,96,10.278716601856907,BM25
1,Q0,CACM-2796,97,10.278656631712318,BM25
1,Q0,CACM-0252,98,10.249227781098513,BM25
1,Q0,CACM-3082,99,10.226308033066848,BM25
1,Q0,CACM-2868,100,10.20676196356836,BM25
2,Q0,CACM-2434,1,15.990499469949397,BM25
2,Q0,CACM-3078,2,15.238301187413766,BM25
2,Q0,CACM-2863,3,11.543070088569594,BM25
2,Q0,CACM-0397,4,4.246830586888753,BM25
2,Q0,CACM-1867,5,3.984989886722339,BM25
2,Q0,CACM-1014,6,3.9573372099618966,BM25
2,Q0,CACM-1623,7,3.433213877493128,BM25
2,Q0,CACM-0492,8,3.3426588994933257,BM25
2,Q0,CACM-0531,9,2.885939060641891,BM25
2,Q0,CACM-1397,10,2.8147195180371622,BM25
2,Q0,CACM-1046,11,2.681614485697772,BM25
2,Q0,CACM-0435,12,2.550377730871833,BM25
2,Q0,CACM-1305,13,2.5297889662083386,BM25
2,Q0,CACM-0597,14,2.52946896912262,BM25
2,Q0,CACM-0847,15,2.407986796624013,BM25
2,Q0,CACM-0616,16,2.222397885001816,BM25
2,Q0,CACM-1168,17,2.196961005011987,BM25
2,Q0,CACM-1625,18,2.1733914265729783,BM25
2,Q0,CACM-1315,19,2.091784595815578,BM25
2,Q0,CACM-1183,20,2.0699781084694386,BM25
2,Q0,CACM-1345,21,2.011836691778429,BM25
2,Q0,CACM-1424,22,1.9879068894712504,BM25
2,Q0,CACM-3202,23,1.964732679419684,BM25
2,Q0,CACM-3189,24,1.926791601406741,BM25
2,Q0,CACM-0971,25,1.9194153992276703,BM25
2,Q0,CACM-1439,26,1.883365611799698,BM25
2,Q0,CACM-1591,27,1.8590988449554098,BM25
2,Q0,CACM-2439,28,1.7765902652092016,BM25
2,Q0,CACM-1391,29,1.7703173776459402,BM25
2,Q0,CACM-1403,30,1.721685173696929,BM25
2,Q0,CACM-1705,31,1.7159406072165613,BM25
2,Q0,CACM-1926,32,1.692623988101844,BM25
2,Q0,CACM-2519,33,1.659019876087756,BM25
2,Q0,CACM-1427,34,1.6427132654736902,BM25
2,Q0,CACM-0728,35,1.6162364494320622,BM25
2,Q0,CACM-1161,36,1.595661688454431,BM25
2,Q0,CACM-0942,37,1.5905995878036137,BM25
2,Q0,CACM-1117,38,1.5756041780755183,BM25
2,Q0,CACM-0282,39,1.5706683422394752,BM25
2,Q0,CACM-1564,40,1.5275992682633244,BM25
2,Q0,CACM-1503,41,1.5229591740812485,BM25
2,Q0,CACM-2383,42,1.5183471831766975,BM25
2,Q0,CACM-2937,43,1.5137630410042922,BM25
2,Q0,CACM-3127,44,1.5001752071231467,BM25
2,Q0,CACM-1348,45,1.4956999750367674,BM25
2,Q0,CACM-2471,46,1.4780629030520616,BM25
2,Q0,CACM-2645,47,1.4759964081886952,BM25
2,Q0,CACM-2850,48,1.4357378832930248,BM25
2,Q0,CACM-1861,49,1.4035840566548132,BM25
2,Q0,CACM-2912,50,1.3957693769878576,BM25
2,Q0,CACM-1264,51,1.3803981996198544,BM25
2,Q0,CACM-3005,52,1.372838874210837,BM25
2,Q0,CACM-1498,53,1.361653857518271,BM25
2,Q0,CACM-3201,54,1.3579659104325033,BM25
2,Q0,CACM-3204,55,1.3506496246969015,BM25
2,Q0,CACM-1145,56,1.3398218278588832,BM25
2,Q0,CACM-2456,57,1.3362510387837645,BM25
2,Q0,CACM-1523,58,1.3291662574309553,BM25
2,Q0,CACM-2812,59,1.322156206649705,BM25
2,Q0,CACM-1214,60,1.2915048010410395,BM25
2,Q0,CACM-1680,61,1.2848853876616275,BM25
2,Q0,CACM-1671,62,1.2816010610359532,BM25
2,Q0,CACM-3160,63,1.2783334818951244,BM25
2,Q0,CACM-3199,64,1.2750825224663935,BM25
2,Q0,CACM-2096,65,1.2718480562734829,BM25
2,Q0,CACM-2943,66,1.2686299581201834,BM25
2,Q0,CACM-1486,67,1.2654281040742008,BM25
2,Q0,CACM-1676,68,1.2622423714512454,BM25
2,Q0,CACM-1334,69,1.2622423714512454,BM25
2,Q0,CACM-2092,70,1.2342765969656047,BM25
2,Q0,CACM-1542,71,1.2192690011822753,BM25
2,Q0,CACM-1811,72,1.2163111704274188,BM25
2,Q0,CACM-3080,73,1.181904902413219,BM25
2,Q0,CACM-1939,74,1.1791253708455558,BM25
2,Q0,CACM-1469,75,1.1736053444942987,BM25
2,Q0,CACM-2483,76,1.1546856988406966,BM25
2,Q0,CACM-2217,77,1.1261568372053135,BM25
2,Q0,CACM-2939,78,1.0685550304978997,BM25
2,Q0,CACM-1741,79,1.0640197342112971,BM25
2,Q0,CACM-2356,80,0.9731515345153765,BM25
2,Q0,CACM-2002,81,0.9712663758067844,BM25
2,Q0,CACM-1854,82,0.9403005229431325,BM25
2,Q0,CACM-1215,83,0.9385403767876701,BM25
2,Q0,CACM-1464,84,0.9281163450444666,BM25
2,Q0,CACM-1468,85,0.9014183951985067,BM25
2,Q0,CACM-2317,86,0.8538312918301448,BM25
2,Q0,CACM-0321,87,0.8538312918301448,BM25
2,Q0,CACM-2233,88,0.8176294207048104,BM25
2,Q0,CACM-1549,89,0.8097068763225995,BM25
2,Q0,CACM-3077,90,0.7010240181707306,BM25
3,Q0,CACM-1402,1,4.70116026420088,BM25
3,Q0,CACM-2551,2,4.560189154756701,BM25
3,Q0,CACM-2659,3,4.538901475371714,BM25
3,Q0,CACM-2658,4,4.496916846749587,BM25
3,Q0,CACM-0252,5,4.447256515293025,BM25
3,Q0,CACM-2495,6,4.435376308323678,BM25
3,Q0,CACM-1134,7,4.355268903842517,BM25
3,Q0,CACM-2064,8,4.298605794916608,BM25
3,Q0,CACM-3115,9,4.173925665832042,BM25
3,Q0,CACM-2886,10,4.087313989748727,BM25
3,Q0,CACM-2411,11,4.024332952094881,BM25
3,Q0,CACM-0637,12,3.9413938122648275,BM25
3,Q0,CACM-1783,13,3.9315750645633742,BM25
3,Q0,CACM-2423,14,3.909696851796363,BM25
3,Q0,CACM-1658,15,3.9049399378714984,BM25
3,Q0,CACM-0100,16,3.9014595601184294,BM25
3,Q0,CACM-2897,17,3.8326409457304633,BM25
3,Q0,CACM-2449,18,3.809738671446449,BM25
3,Q0,CACM-2904,19,3.765476663785713,BM25
3,Q0,CACM-2685,20,3.736535646449049,BM25
3,Q0,CACM-2843,21,3.7080361105489934,BM25
3,Q0,CACM-1154,22,3.5447247865845477,BM25
3,Q0,CACM-1807,23,3.5204148456654885,BM25
3,Q0,CACM-2921,24,3.5028097686587456,BM25
3,Q0,CACM-2439,25,3.445257312852083,BM25
