Query_Id,Literal,Doc_Id,Rank,Score,System Name,Recall,Precision
1,Q0,CACM-1657,1,0.33750585,LUCENE,0.0,0.0
1,Q0,CACM-1410,2,0.32017016,LUCENE,0.2,0.5
1,Q0,CACM-2319,3,0.3107554,LUCENE,0.2,0.3333333333333333
1,Q0,CACM-1938,4,0.2908424,LUCENE,0.2,0.25
1,Q0,CACM-1827,5,0.2730184,LUCENE,0.2,0.2
1,Q0,CACM-2218,6,0.271191,LUCENE,0.2,0.16666666666666666
1,Q0,CACM-2054,7,0.26818994,LUCENE,0.2,0.14285714285714285
1,Q0,CACM-1844,8,0.25575674,LUCENE,0.2,0.125
1,Q0,CACM-2629,9,0.24144943,LUCENE,0.2,0.1111111111111111
1,Q0,CACM-1605,10,0.24081405,LUCENE,0.4,0.2
1,Q0,CACM-2357,11,0.23914199,LUCENE,0.4,0.18181818181818182
1,Q0,CACM-1591,12,0.22874153,LUCENE,0.4,0.16666666666666666
1,Q0,CACM-1161,13,0.22769247,LUCENE,0.4,0.15384615384615385
1,Q0,CACM-1033,14,0.22494456,LUCENE,0.4,0.14285714285714285
1,Q0,CACM-2378,15,0.2191992,LUCENE,0.4,0.13333333333333333
1,Q0,CACM-2379,16,0.21745548,LUCENE,0.4,0.125
1,Q0,CACM-1749,17,0.21408209,LUCENE,0.4,0.11764705882352941
1,Q0,CACM-2535,18,0.21299793,LUCENE,0.4,0.1111111111111111
1,Q0,CACM-1698,19,0.20960507,LUCENE,0.4,0.10526315789473684
1,Q0,CACM-1487,20,0.20880708,LUCENE,0.4,0.1
1,Q0,CACM-2371,21,0.20749682,LUCENE,0.4,0.09523809523809523
1,Q0,CACM-2541,22,0.20726359,LUCENE,0.4,0.09090909090909091
1,Q0,CACM-2947,23,0.20592086,LUCENE,0.4,0.08695652173913043
1,Q0,CACM-2950,24,0.20244622,LUCENE,0.4,0.08333333333333333
1,Q0,CACM-1506,25,0.20209515,LUCENE,0.4,0.08
1,Q0,CACM-1519,26,0.19696885,LUCENE,0.4,0.07692307692307693
1,Q0,CACM-2151,27,0.19587702,LUCENE,0.4,0.07407407407407407
1,Q0,CACM-2501,28,0.19558522,LUCENE,0.4,0.07142857142857142
1,Q0,CACM-2424,29,0.19448917,LUCENE,0.4,0.06896551724137931
1,Q0,CACM-1572,30,0.19347432,LUCENE,0.6,0.1
1,Q0,CACM-2946,31,0.18897352,LUCENE,0.6,0.0967741935483871
1,Q0,CACM-1908,32,0.18683851,LUCENE,0.6,0.09375
1,Q0,CACM-2632,33,0.18463595,LUCENE,0.6,0.09090909090909091
1,Q0,CACM-2219,34,0.18462968,LUCENE,0.6,0.08823529411764706
1,Q0,CACM-2344,35,0.18107706,LUCENE,0.6,0.08571428571428572
1,Q0,CACM-1805,36,0.18029737,LUCENE,0.6,0.08333333333333333
1,Q0,CACM-0637,37,0.17816485,LUCENE,0.6,0.08108108108108109
1,Q0,CACM-1225,38,0.17750925,LUCENE,0.6,0.07894736842105263
1,Q0,CACM-1544,39,0.17487586,LUCENE,0.6,0.07692307692307693
1,Q0,CACM-1408,40,0.17399006,LUCENE,0.6,0.075
1,Q0,CACM-1523,41,0.17374736,LUCENE,0.6,0.07317073170731707
1,Q0,CACM-1391,42,0.17296876,LUCENE,0.6,0.07142857142857142
1,Q0,CACM-1752,43,0.17182368,LUCENE,0.6,0.06976744186046512
1,Q0,CACM-2003,44,0.17017375,LUCENE,0.6,0.06818181818181818
1,Q0,CACM-1647,45,0.16848633,LUCENE,0.6,0.06666666666666667
1,Q0,CACM-2380,46,0.16596164,LUCENE,0.6,0.06521739130434782
1,Q0,CACM-0585,47,0.16525848,LUCENE,0.6,0.06382978723404255
1,Q0,CACM-1071,48,0.16205373,LUCENE,0.6,0.0625
1,Q0,CACM-1226,49,0.16161846,LUCENE,0.6,0.061224489795918366
1,Q0,CACM-2764,50,0.1569391,LUCENE,0.6,0.06
1,Q0,CACM-1393,51,0.15568437,LUCENE,0.6,0.058823529411764705
1,Q0,CACM-2948,52,0.15466574,LUCENE,0.6,0.057692307692307696
1,Q0,CACM-1680,53,0.15207314,LUCENE,0.6,0.05660377358490566
1,Q0,CACM-0698,54,0.151287,LUCENE,0.6,0.05555555555555555
1,Q0,CACM-1685,55,0.15038346,LUCENE,0.6,0.05454545454545454
1,Q0,CACM-1462,56,0.15010586,LUCENE,0.6,0.05357142857142857
1,Q0,CACM-1854,57,0.14999086,LUCENE,0.6,0.05263157894736842
1,Q0,CACM-1464,58,0.14995599,LUCENE,0.6,0.05172413793103448
1,Q0,CACM-2500,59,0.14995034,LUCENE,0.6,0.05084745762711865
1,Q0,CACM-2920,60,0.1495041,LUCENE,0.6,0.05
1,Q0,CACM-1750,61,0.14587095,LUCENE,0.6,0.04918032786885246
1,Q0,CACM-3068,62,0.14556962,LUCENE,0.6,0.04838709677419355
1,Q0,CACM-3127,63,0.14393976,LUCENE,0.6,0.047619047619047616
1,Q0,CACM-1264,64,0.1404345,LUCENE,0.6,0.046875
1,Q0,CACM-3023,65,0.1404069,LUCENE,0.6,0.046153846153846156
1,Q0,CACM-2522,66,0.13957985,LUCENE,0.6,0.045454545454545456
1,Q0,CACM-1315,67,0.1382589,LUCENE,0.6,0.04477611940298507
1,Q0,CACM-1747,68,0.13779753,LUCENE,0.6,0.04411764705882353
1,Q0,CACM-3025,69,0.13654938,LUCENE,0.6,0.043478260869565216
1,Q0,CACM-2365,70,0.13639957,LUCENE,0.6,0.04285714285714286
1,Q0,CACM-2439,71,0.13502307,LUCENE,0.6,0.04225352112676056
1,Q0,CACM-2317,72,0.13447097,LUCENE,0.6,0.041666666666666664
1,Q0,CACM-2838,73,0.13378662,LUCENE,0.6,0.0410958904109589
1,Q0,CACM-1440,74,0.13028242,LUCENE,0.6,0.04054054054054054
1,Q0,CACM-1542,75,0.12979597,LUCENE,0.6,0.04
1,Q0,CACM-3011,76,0.12949467,LUCENE,0.6,0.039473684210526314
1,Q0,CACM-2358,77,0.12828869,LUCENE,0.8,0.05194805194805195
1,Q0,CACM-2917,78,0.12748477,LUCENE,0.8,0.05128205128205128
1,Q0,CACM-2201,79,0.12746063,LUCENE,0.8,0.05063291139240506
1,Q0,CACM-1590,80,0.1271599,LUCENE,0.8,0.05
1,Q0,CACM-2841,81,0.12705572,LUCENE,0.8,0.04938271604938271
1,Q0,CACM-2740,82,0.12692465,LUCENE,0.8,0.04878048780487805
1,Q0,CACM-2080,83,0.12675974,LUCENE,0.8,0.04819277108433735
1,Q0,CACM-1046,84,0.12631945,LUCENE,0.8,0.047619047619047616
1,Q0,CACM-3069,85,0.12524861,LUCENE,0.8,0.047058823529411764
1,Q0,CACM-3174,86,0.12434548,LUCENE,0.8,0.046511627906976744
1,Q0,CACM-0971,87,0.12415707,LUCENE,0.8,0.04597701149425287
1,Q0,CACM-2092,88,0.122705236,LUCENE,0.8,0.045454545454545456
1,Q0,CACM-2681,89,0.12232214,LUCENE,0.8,0.0449438202247191
1,Q0,CACM-1885,90,0.12227185,LUCENE,0.8,0.044444444444444446
1,Q0,CACM-1828,91,0.12017821,LUCENE,0.8,0.04395604395604396
1,Q0,CACM-1626,92,0.119328566,LUCENE,0.8,0.043478260869565216
1,Q0,CACM-1892,93,0.11931407,LUCENE,0.8,0.043010752688172046
1,Q0,CACM-1753,94,0.118033096,LUCENE,0.8,0.0425531914893617
1,Q0,CACM-2390,95,0.11732617,LUCENE,0.8,0.042105263157894736
1,Q0,CACM-1179,96,0.11570086,LUCENE,0.8,0.041666666666666664
1,Q0,CACM-1173,97,0.11553207,LUCENE,0.8,0.041237113402061855
1,Q0,CACM-2560,98,0.11469409,LUCENE,0.8,0.04081632653061224
1,Q0,CACM-1960,99,0.11466144,LUCENE,0.8,0.04040404040404041
1,Q0,CACM-3065,100,0.11356041,LUCENE,0.8,0.04
2,Q0,CACM-2434,1,0.20523958,LUCENE,0.3333333333333333,1.0
2,Q0,CACM-3078,2,0.18894485,LUCENE,0.6666666666666666,1.0
2,Q0,CACM-3129,3,0.13599107,LUCENE,0.6666666666666666,0.6666666666666666
2,Q0,CACM-2786,4,0.10032949,LUCENE,0.6666666666666666,0.5
2,Q0,CACM-2863,5,0.09978098,LUCENE,1.0,0.6
2,Q0,CACM-1977,6,0.08604925,LUCENE,1.0,0.5
2,Q0,CACM-2534,7,0.07852553,LUCENE,1.0,0.42857142857142855
2,Q0,CACM-0497,8,0.07736967,LUCENE,1.0,0.375
2,Q0,CACM-3202,9,0.07698071,LUCENE,1.0,0.3333333333333333
2,Q0,CACM-2177,10,0.07587204,LUCENE,1.0,0.3
2,Q0,CACM-0616,11,0.07526611,LUCENE,1.0,0.2727272727272727
2,Q0,CACM-3144,12,0.074349016,LUCENE,1.0,0.25
2,Q0,CACM-1379,13,0.074332684,LUCENE,1.0,0.23076923076923078
2,Q0,CACM-1046,14,0.07160746,LUCENE,1.0,0.21428571428571427
