Query_Id,Literal,Doc_Id,Rank,Score,System Name,Recall,Precision
1,Q0,CACM-1591,1,0.096337381,V.S.C.S.,0.0,0.0
1,Q0,CACM-1519,2,0.088802633,V.S.C.S.,0.0,0.0
1,Q0,CACM-1033,3,0.086392992,V.S.C.S.,0.0,0.0
1,Q0,CACM-3048,4,0.083255869,V.S.C.S.,0.0,0.0
1,Q0,CACM-1680,5,0.081769842,V.S.C.S.,0.0,0.0
1,Q0,CACM-1844,6,0.079909904,V.S.C.S.,0.0,0.0
1,Q0,CACM-1161,7,0.075770953,V.S.C.S.,0.0,0.0
1,Q0,CACM-1506,8,0.071499563,V.S.C.S.,0.0,0.0
1,Q0,CACM-1642,9,0.067144754,V.S.C.S.,0.0,0.0
1,Q0,CACM-1605,10,0.065762856,V.S.C.S.,0.2,0.1
1,Q0,CACM-2621,11,0.065275645,V.S.C.S.,0.2,0.09090909090909091
1,Q0,CACM-2542,12,0.064754208,V.S.C.S.,0.2,0.08333333333333333
1,Q0,CACM-2893,13,0.063590738,V.S.C.S.,0.2,0.07692307692307693
1,Q0,CACM-1750,14,0.061570101,V.S.C.S.,0.2,0.07142857142857142
1,Q0,CACM-1264,15,0.061107247,V.S.C.S.,0.2,0.06666666666666667
1,Q0,CACM-2947,16,0.060965087,V.S.C.S.,0.2,0.0625
1,Q0,CACM-2054,17,0.060525765,V.S.C.S.,0.2,0.058823529411764705
1,Q0,CACM-0585,18,0.060350359,V.S.C.S.,0.2,0.05555555555555555
1,Q0,CACM-1956,19,0.059031462,V.S.C.S.,0.2,0.05263157894736842
1,Q0,CACM-2371,20,0.057185523,V.S.C.S.,0.2,0.05
1,Q0,CACM-0397,21,0.056826603,V.S.C.S.,0.2,0.047619047619047616
1,Q0,CACM-1381,22,0.056529663,V.S.C.S.,0.2,0.045454545454545456
1,Q0,CACM-1410,23,0.054989127,V.S.C.S.,0.4,0.08695652173913043
1,Q0,CACM-2950,24,0.054878723,V.S.C.S.,0.4,0.08333333333333333
1,Q0,CACM-1195,25,0.054205367,V.S.C.S.,0.4,0.08
1,Q0,CACM-0252,26,0.053392419,V.S.C.S.,0.4,0.07692307692307693
1,Q0,CACM-2948,27,0.052429742,V.S.C.S.,0.4,0.07407407407407407
1,Q0,CACM-2951,28,0.051637485,V.S.C.S.,0.4,0.07142857142857142
1,Q0,CACM-0103,29,0.050963767,V.S.C.S.,0.4,0.06896551724137931
1,Q0,CACM-0069,30,0.050592451,V.S.C.S.,0.4,0.06666666666666667
1,Q0,CACM-2685,31,0.050494522,V.S.C.S.,0.4,0.06451612903225806
1,Q0,CACM-1735,32,0.050333694,V.S.C.S.,0.4,0.0625
1,Q0,CACM-1315,33,0.050079815,V.S.C.S.,0.4,0.06060606060606061
1,Q0,CACM-2560,34,0.049596448,V.S.C.S.,0.4,0.058823529411764705
1,Q0,CACM-0971,35,0.048976095,V.S.C.S.,0.4,0.05714285714285714
1,Q0,CACM-1811,36,0.048856951,V.S.C.S.,0.4,0.05555555555555555
1,Q0,CACM-2535,37,0.048618199,V.S.C.S.,0.4,0.05405405405405406
1,Q0,CACM-0414,38,0.048316197,V.S.C.S.,0.4,0.05263157894736842
1,Q0,CACM-2627,39,0.04809469,V.S.C.S.,0.4,0.05128205128205128
1,Q0,CACM-1962,40,0.047689532,V.S.C.S.,0.4,0.05
1,Q0,CACM-1885,41,0.047370156,V.S.C.S.,0.4,0.04878048780487805
1,Q0,CACM-2622,42,0.046732161,V.S.C.S.,0.4,0.047619047619047616
1,Q0,CACM-2666,43,0.046461619,V.S.C.S.,0.4,0.046511627906976744
1,Q0,CACM-3091,44,0.046386419,V.S.C.S.,0.4,0.045454545454545456
1,Q0,CACM-1236,45,0.045719161,V.S.C.S.,0.4,0.044444444444444446
1,Q0,CACM-2764,46,0.045271516,V.S.C.S.,0.4,0.043478260869565216
1,Q0,CACM-2931,47,0.045236807,V.S.C.S.,0.4,0.0425531914893617
1,Q0,CACM-2357,48,0.044262797,V.S.C.S.,0.4,0.041666666666666664
1,Q0,CACM-1827,49,0.044050324,V.S.C.S.,0.4,0.04081632653061224
1,Q0,CACM-1571,50,0.043962662,V.S.C.S.,0.4,0.04
1,Q0,CACM-2878,51,0.043824545,V.S.C.S.,0.4,0.0392156862745098
1,Q0,CACM-1534,52,0.043397793,V.S.C.S.,0.4,0.038461538461538464
1,Q0,CACM-1226,53,0.043336726,V.S.C.S.,0.4,0.03773584905660377
1,Q0,CACM-1168,54,0.042691687,V.S.C.S.,0.4,0.037037037037037035
1,Q0,CACM-1698,55,0.042491588,V.S.C.S.,0.4,0.03636363636363636
1,Q0,CACM-1295,56,0.042470467,V.S.C.S.,0.4,0.03571428571428571
1,Q0,CACM-1938,57,0.042298824,V.S.C.S.,0.4,0.03508771929824561
1,Q0,CACM-1280,58,0.040863403,V.S.C.S.,0.4,0.034482758620689655
1,Q0,CACM-3012,59,0.040776441,V.S.C.S.,0.4,0.03389830508474576
1,Q0,CACM-2321,60,0.039725577,V.S.C.S.,0.4,0.03333333333333333
1,Q0,CACM-3137,61,0.039560318,V.S.C.S.,0.4,0.03278688524590164
1,Q0,CACM-3127,62,0.039554432,V.S.C.S.,0.4,0.03225806451612903
1,Q0,CACM-2390,63,0.039549922,V.S.C.S.,0.4,0.031746031746031744
1,Q0,CACM-1166,64,0.039192985,V.S.C.S.,0.4,0.03125
1,Q0,CACM-2372,65,0.038818549,V.S.C.S.,0.4,0.03076923076923077
1,Q0,CACM-1874,66,0.038736533,V.S.C.S.,0.4,0.030303030303030304
