Query_Id,Literal,Doc_Id,Rank,Score,System Name
1,Q0,CACM-1605,1,25.20954373198289,BM25
1,Q0,CACM-1410,2,24.208679573219985,BM25
1,Q0,CACM-1506,3,23.963663179810368,BM25
1,Q0,CACM-1519,4,23.891209101805256,BM25
1,Q0,CACM-1033,5,22.463889722521515,BM25
1,Q0,CACM-0585,6,21.375876714220187,BM25
1,Q0,CACM-1938,7,21.222795557711628,BM25
1,Q0,CACM-2947,8,21.038889008541496,BM25
1,Q0,CACM-1523,9,20.836800305321365,BM25
1,Q0,CACM-1544,10,20.542782841357756,BM25
1,Q0,CACM-1591,11,20.47255102516215,BM25
1,Q0,CACM-2371,12,20.058333570585617,BM25
1,Q0,CACM-2054,13,19.961706758860444,BM25
1,Q0,CACM-2379,14,19.71417594331712,BM25
1,Q0,CACM-2380,15,19.516725970803456,BM25
1,Q0,CACM-1264,16,19.40211395607271,BM25
1,Q0,CACM-1161,17,19.00370113417388,BM25
1,Q0,CACM-0637,18,18.65954513036635,BM25
1,Q0,CACM-1827,19,18.35842528003355,BM25
1,Q0,CACM-2535,20,18.30981085803496,BM25
1,Q0,CACM-1226,21,18.27615315789566,BM25
1,Q0,CACM-0971,22,17.647019964503322,BM25
1,Q0,CACM-1885,23,17.41937510025414,BM25
1,Q0,CACM-3025,24,17.399147420909614,BM25
1,Q0,CACM-3127,25,17.374194272219228,BM25
1,Q0,CACM-2950,26,17.314178368249117,BM25
1,Q0,CACM-1680,27,17.31065393701256,BM25
1,Q0,CACM-2357,28,17.16495116254682,BM25
1,Q0,CACM-1341,29,17.123945672192722,BM25
1,Q0,CACM-2319,30,17.09968086727444,BM25
1,Q0,CACM-2288,31,17.04058126169831,BM25
1,Q0,CACM-2560,32,16.91838890563411,BM25
1,Q0,CACM-1173,33,16.83010432860539,BM25
1,Q0,CACM-2188,34,16.81783009736221,BM25
1,Q0,CACM-1844,35,16.673666952867205,BM25
1,Q0,CACM-1657,36,16.668684957338485,BM25
1,Q0,CACM-2946,37,16.661800791613818,BM25
1,Q0,CACM-1805,38,16.57098194701616,BM25
1,Q0,CACM-2764,39,16.54407996900399,BM25
1,Q0,CACM-2003,40,16.529778411523434,BM25
1,Q0,CACM-1750,41,16.521854217544178,BM25
1,Q0,CACM-2201,42,16.41683204956946,BM25
1,Q0,CACM-1315,43,16.296157205273794,BM25
1,Q0,CACM-1647,44,16.233475691391256,BM25
1,Q0,CACM-0414,45,16.125276483231502,BM25
1,Q0,CACM-2621,46,15.989175853392055,BM25
1,Q0,CACM-2951,47,15.932246428530883,BM25
1,Q0,CACM-2153,48,15.932109612750988,BM25
1,Q0,CACM-0972,49,15.74032227974269,BM25
1,Q0,CACM-1304,50,15.690942310879498,BM25
1,Q0,CACM-1195,51,15.674154960425902,BM25
1,Q0,CACM-1571,52,15.617314264608614,BM25
1,Q0,CACM-0202,53,15.457443531730647,BM25
1,Q0,CACM-2542,54,15.449683922542555,BM25
1,Q0,CACM-2398,55,15.445953244718046,BM25
1,Q0,CACM-0698,56,15.405422486963412,BM25
1,Q0,CACM-2358,57,15.404050195933245,BM25
1,Q0,CACM-2541,58,15.400463318318053,BM25
1,Q0,CACM-2424,59,15.350666925348701,BM25
1,Q0,CACM-1236,60,15.324850867165736,BM25
1,Q0,CACM-1685,61,15.162295164030558,BM25
1,Q0,CACM-2622,62,15.147361291314082,BM25
1,Q0,CACM-1589,63,15.116845299729158,BM25
1,Q0,CACM-3153,64,15.114622986065724,BM25
1,Q0,CACM-1179,65,15.071430991452143,BM25
1,Q0,CACM-1225,66,14.95380856862785,BM25
1,Q0,CACM-2681,67,14.929917642166155,BM25
1,Q0,CACM-0699,68,14.921378891870964,BM25
1,Q0,CACM-2632,69,14.835076875555806,BM25
1,Q0,CACM-1163,70,14.794254705656712,BM25
1,Q0,CACM-3048,71,14.774713745341982,BM25
1,Q0,CACM-1753,72,14.773206056277546,BM25
1,Q0,CACM-2841,73,14.769000426583755,BM25
1,Q0,CACM-2500,74,14.73884777251549,BM25
1,Q0,CACM-1113,75,14.731795962010093,BM25
1,Q0,CACM-2378,76,14.717970388927993,BM25
1,Q0,CACM-2878,77,14.713952302168446,BM25
1,Q0,CACM-1698,78,14.680914564158849,BM25
1,Q0,CACM-1542,79,14.65605624011196,BM25
1,Q0,CACM-1642,80,14.652490268827417,BM25
1,Q0,CACM-2767,81,14.555093570352392,BM25
1,Q0,CACM-2740,82,14.521561793285546,BM25
1,Q0,CACM-1829,83,14.521396328622936,BM25
1,Q0,CACM-1744,84,14.474359492479012,BM25
1,Q0,CACM-1393,85,14.457298918289025,BM25
1,Q0,CACM-2624,86,14.45673042679896,BM25
1,Q0,CACM-2344,87,14.415461038004352,BM25
1,Q0,CACM-3137,88,14.382020642201331,BM25
1,Q0,CACM-1526,89,14.354980265934266,BM25
1,Q0,CACM-2948,90,14.354362905421455,BM25
1,Q0,CACM-2370,91,14.288851293184962,BM25
1,Q0,CACM-2390,92,14.252456279871224,BM25
1,Q0,CACM-2892,93,14.2453382488778,BM25
1,Q0,CACM-1034,94,14.203326080875007,BM25
1,Q0,CACM-2372,95,14.195680446369623,BM25
1,Q0,CACM-2184,96,14.1406798657496,BM25
1,Q0,CACM-2169,97,14.10097548780081,BM25
1,Q0,CACM-3087,98,14.083862498083926,BM25
1,Q0,CACM-2064,99,13.997529868277999,BM25
1,Q0,CACM-3089,100,13.975695525517292,BM25
2,Q0,CACM-3078,1,20.59402088779559,BM25
2,Q0,CACM-2434,2,19.039822094230885,BM25
